,ckiptagger,pkuseg,fastHan,PyNLPIR,stanza,spacy,ltp,jiagu,lac,snownlp,target,char,pymorphy,rus
24324,VV,P,P,P,P,P,AD,AD,P,AD,P,为,,
24325,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,我,,
24326,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,常,,
24327,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,常,,
24328,P,P,P,P,VV,AD,P,P,P,P,P,在,,
24329,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,谈,,
24330,VA,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,爱,,
24331,VA,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,情,,
24332,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
24333,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,男,,
24334,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,女,,
24335,VV,NN,NN,NN,NN,NN,NN,NN,NN,k,NN,们,,
24336,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,眼,,
24337,LC,NN,LC,NN,NN,NN,NN,NN,NN,NN,LC,中,,
24338,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24339,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,看,,
24340,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,见,,
24341,CD,CD,CD,CD,CD,CD,CD,mq,CD,CD,CD,一,,
24342,VA,M,M,M,M,M,M,mq,CD,M,M,种,,
24343,VA,VA,VA,VA,VA,NN,VA,VA,VA,VA,VA,奇,,
24344,VA,VA,VA,VA,VA,NN,VA,VA,VA,VA,VA,异,,
24345,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
24346,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,表,,
24347,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,情,,
24348,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24349,NN,VV,VV,VV,VV,VV,VV,VV,VV,NN,VV,感,,
24350,NN,VV,VV,VV,VV,VV,VV,VV,VV,NN,VV,觉,,
24351,P,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,到,,
24352,CD,CD,CD,CD,CD,CD,CD,NT,CD,CD,CD,一,,
24353,NN,M,M,M,M,M,M,NT,CD,M,M,种,,
24354,NN,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,恋,,
24355,NN,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,爱,,
24356,NN,AS,AS,AS,AS,AS,AS,AS,AS,DEG,AS,着,,
24357,DEG,DEG,DEC,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
24358,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,人,,
24359,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,们,,
24360,AD,MSP,MSP,MSP,AD,MSP,MSP,MSP,MSP,MSP,MSP,所,,
24361,JJ,JJ,VV,VV,VV,VV,JJ,VV,VV,JJ,VV,特,,
24362,JJ,JJ,VV,VV,VV,VV,JJ,VV,VV,JJ,VV,有,,
24363,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
24364,NN,VA,NN,NN,NN,NN,VA,VA,NN,NN,NN,温,,
24365,NN,VA,NN,NN,NN,NN,VA,VA,NN,NN,NN,柔,,
24366,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24367,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,瞧,,
24368,VA,AS,AS,AS,AS,AS,AS,AS,AS,DEG,AS,着,,
24369,VA,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,这,,
24370,VA,PN,M,DT,M,DT,PN,PN,PN,PN,M,种,,
24371,VA,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,心,,
24372,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
24373,NN,NN,NN,VV,NN,NN,VV,VV,NN,VV,NN,凯,,
24374,NN,NN,NN,VV,NN,NN,VV,VV,NN,VV,NN,旋,,
24375,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24376,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,常,,
24377,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,常,,
24378,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,觉,,
24379,DEG,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,得,,
24380,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,非,,
24381,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,常,,
24382,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,舒,,
24383,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,服,,
24384,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
24385,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,你,,
24386,VV,P,P,P,VV,P,P,P,PN,P,P,给,,
24387,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,他,,
24388,NN,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,说,,
24389,DT,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,什,,
24390,DT,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,么,,
24391,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,呀,,
24392,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,？,,
24393,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,”,,
24394,P,P,P,P,P,P,P,P,P,P,P,在,,
24395,NR,NR,NR,NR,NR,NN,NR,VV,NR,NN,NR,利,,
24396,NR,NR,NR,NR,NR,NN,NR,VV,NR,VV,NR,扎,,
24397,NR,NN,NR,NR,NR,NN,NR,NN,NR,NR,NR,温,,
24398,NN,NN,NN,NN,NN,NN,NT,NN,NT,NT,NN,童,,
24399,NN,NN,NN,NN,NN,NN,NT,NN,NT,NT,NN,年,,
24400,VV,NN,NN,NN,NN,NN,NN,NT,NT,NN,NN,时,,
24401,VV,NN,NN,NN,NN,NN,NN,NT,NT,NN,NN,代,,
24402,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24403,NN,NN,NR,NN,NN,VV,NN,NN,NN,NN,NR,庄,,
24404,NN,NN,NR,NN,NN,VV,NN,NN,NN,NN,NR,园,,
24405,JJ,JJ,JJ,JJ,JJ,JJ,JJ,AD,JJ,AD,JJ,原,,
24406,JJ,JJ,JJ,JJ,JJ,JJ,JJ,AD,JJ,AD,JJ,先,,
24407,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
24408,NR,LC,NN,LC,NN,NN,LC,LC,NN,LC,NN,周,,
24409,NR,LC,NN,LC,NN,NN,LC,LC,NN,LC,NN,围,,
24410,NR,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,地,,
24411,NR,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,区,,
24412,NR,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,称,,
24413,NR,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,为,,
24414,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,,
24415,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,禁,,
24416,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,区,,
24417,NN,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,”,,
24418,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24419,NR,CS,CS,CS,P,SCONJ,CS,CS,CS,CS,CS,虽,,
24420,NR,CS,CS,CS,P,SCONJ,CS,CS,CS,CS,CS,然,,
24421,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,安,,
24422,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,东,,
24423,NR,NR,NR,NR,PU,NR,NR,PU,NR,PU,NR,·,,
24424,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,安,,
24425,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,德,,
24426,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,列,,
24427,NR,NR,NR,NR,NR,NR,NR,DEG,NR,NR,NR,耶,,
24428,NR,NR,NR,NR,NR,NR,NR,VV,NR,NR,NR,维,,
24429,NR,NR,NR,NR,NR,NR,NR,VV,NR,NR,NR,奇,,
24430,NR,AD,AD,AD,VA,AD,AD,AD,AD,AD,AD,总,,
24431,DEG,AD,AD,AD,DEG,AD,AD,AD,AD,AD,AD,的,,
24432,VV,AD,AD,AD,NN,AD,AD,AD,AD,AD,AD,来,,
24433,VV,AD,AD,AD,NN,AD,AD,AD,AD,AD,AD,说,,
24434,VV,P,P,P,P,P,P,P,P,P,P,对,,
24435,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,自,,
24436,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,己,,
24437,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,NN,DEG,的,,
24438,VV,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,区,,
24439,AS,VV,VV,VV,DEG,VV,VV,VV,VV,VV,VV,了,,
24440,VV,VV,VV,VV,NN,VV,VV,VV,VV,VV,VV,解,,
24441,DER,DER,DER,DER,NN,DER,DER,DER,DER,DER,DER,得,,
24442,VA,AD,AD,AD,AD,AD,AD,AD,VA,AD,AD,还,,
24443,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,不,,
24444,VV,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,错,,
24445,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24446,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,P,但,,
24447,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,他,,
24448,AD,AD,AD,AD,P,AD,AD,AD,AD,AD,AD,至,,
24449,AD,AD,AD,AD,NN,AD,AD,AD,AD,AD,AD,今,,
24450,VV,AD,AD,AD,VV,AD,AD,AD,VV,AD,AD,没,,
24451,P,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,到,,
24452,VV,VV,AS,AS,AS,VV,AS,AS,AS,DEG,AS,过,,
24453,VV,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,这,,
24454,VV,PN,DT,DT,M,DT,PN,PN,PN,PN,M,个,,
24455,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,不,,
24456,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,幸,,
24457,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
24458,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,、,,
24459,LB,NR,LB,LB,VV,BA,LB,LB,LB,LB,LB,被,,
24460,NR,NR,NR,NR,NR,NR,NR,NN,NR,NN,NR,米,,
24461,NR,NR,NR,NR,NR,NR,NR,NN,NR,k,NR,拉,,
24462,NR,NR,NR,NR,NR,NR,NR,NN,NR,k,NR,舍,,
24463,NR,NR,NR,NR,NR,NR,NR,NR,NR,k,NR,维,,
24464,VV,NR,NR,NR,NR,NR,NR,NR,NR,k,NR,奇,,
24465,VV,VA,VA,VA,NN,VA,VA,VA,VA,VA,VA,亲,,
24466,VV,VA,VA,VA,NN,VA,VA,VA,VA,VA,VA,热,,
24467,DEV,DEV,DEV,DEV,VV,DEV,VA,DEV,DEV,DEV,DEV,地,,
24468,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,称,,
24469,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,为,,
24470,VV,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,,
24471,VA,VA,NN,VA,DEG,NN,VA,NN,NR,VA,NN,小,,
24472,NN,NN,NN,NN,NN,NN,VA,NN,NR,SP,NN,胖,,
24473,NN,NN,NN,NN,NN,NN,VA,NN,NR,SP,NN,子,,
24474,VV,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,”,,
24475,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
24476,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,孩,,
24477,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,子,,
24478,P,AD,P,AD,P,P,P,AD,P,P,P,因,,
24479,VV,VV,VV,VV,VV,P,VV,VV,P,VV,VV,患,,
24480,NN,NN,NN,VA,NN,NN,NN,NN,NN,NN,NN,忧,,
24481,NN,NN,NN,VA,NN,NN,NN,NN,NN,NN,NN,郁,,
24482,NN,NN,NN,NN,DEG,NN,NN,NN,NN,NN,NN,症,,
24483,NN,VV,MSP,VV,AD,VV,VV,VV,VV,VV,MSP,来,,
24484,VV,VV,VV,NN,VV,NN,VV,NN,VV,NN,VV,体,,
24485,VV,VV,VV,VV,VV,NN,VV,VV,VV,NN,VV,养,,
24486,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
24487,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,地,,
24488,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,方,,
24489,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
24490,NT,PN,NT,DT,NT,NT,NT,NT,NT,NT,NT,此,,
24491,NT,PN,NT,DT,NT,NT,NT,NT,NT,NT,NT,刻,,
24492,AD,AD,AD,AD,NN,AD,AD,AD,AD,AD,AD,真,,
24493,VV,VV,VV,VV,NN,VV,VV,NN,VV,VV,VV,令,,
24494,NN,NN,NN,NN,DEG,NN,VV,NN,VV,NN,NN,人,,
24495,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,不,,
24496,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,痛,,
24497,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,快,,
24498,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,：,,
24499,NR,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,科,,
24500,NR,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,学,,
24501,NN,NN,NN,NN,DEG,NN,NN,NN,NN,NN,NN,副,,
24502,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,博,,
24503,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,士,,
24504,NN,AD,AD,AD,AD,AD,AD,AD,VV,AD,AD,终,,
24505,NR,AD,AD,AD,AD,AD,AD,AD,VV,AD,AD,于,,
24506,NR,VV,VV,VV,VV,VV,VV,VV,VV,VA,VV,明,,
24507,NR,VV,VV,VV,VV,VV,VV,VV,VV,VA,VV,白,,
24508,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24509,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,问,,
24510,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,题,,
24511,VC,VV,VC,VC,VC,VC,VC,VC,VC,VC,VC,是,,
24512,VV,P,VV,VV,AD,VV,VV,VV,VV,VV,VV,冲,,
24513,PN,PN,PN,PN,AD,PN,PN,PN,VV,PN,PN,他,,
24514,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,来,,
24515,SP,DEC,SP,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
24516,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24517,PN,PN,PN,PN,PN,PN,PN,PN,PN,h,PN,他,,
24518,VA,VA,VA,VV,NN,NN,VA,VA,VA,h,VA,慌,,
24519,VA,VA,VA,VV,NN,NN,VA,VA,VA,VA,VA,神,,
24520,DEV,DEV,DEV,DEV,NN,NN,VA,DEV,DEV,DEV,DEV,地,,
24521,VV,VV,VV,VV,NN,NN,VA,VV,VV,VV,VV,耸,,
24522,VV,VV,VV,VV,NN,VV,VA,VV,VV,VV,VV,耸,,
24523,VV,VV,VV,VV,NN,VV,VA,VV,VV,NN,VV,肩,,
24524,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
24525,AD,VV,VV,VV,AD,VV,VV,VV,VV,VV,AD,但,,
24526,NN,VV,VV,VV,NN,VV,VV,VV,VV,VV,AD,愿,,
24527,NN,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,现,,
24528,P,NT,NT,NT,P,NT,NT,NT,NT,NT,NT,在,,
24529,VV,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,暂,,
24530,VV,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,时,,
24531,VV,VV,VV,VV,VV,AD,AD,VV,AD,VV,VV,瞎,,
24532,VV,VV,VV,VV,NN,VV,AD,VV,VV,VV,VV,猜,,
24533,PU,AS,AS,AS,NN,AS,AS,AS,AS,DEG,AS,着,,
24534,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24535,NN,AD,AD,CC,AD,AD,AD,AD,AD,AD,AD,并,,
24536,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,不,,
24537,AD,VA,AD,AD,AD,AD,VA,AD,AD,AD,AD,完,,
24538,AD,VA,AD,AD,AD,AD,VA,AD,AD,AD,AD,全,,
24539,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,合,,
24540,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,适,,
24541,NN,DEV,DEV,DEV,DEV,DEV,DEV,DEV,DEV,DEV,DEV,地,,
24542,NN,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,凑,,
24543,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,成,,
24544,M,M,M,M,VV,M,M,M,M,M,M,些,,
24545,DT,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,什,,
24546,DT,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,么,,
24547,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24548,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,考,,
24549,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,虑,,
24550,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,出,,
24551,M,M,M,M,VV,VV,M,M,M,M,M,些,,
24552,NN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,什,,
24553,NN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,么,,
24554,NN,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,来,,
24555,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,；,,
24556,AD,AD,AD,AD,VV,AD,AD,AD,AD,AD,AD,反,,
24557,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,正,,
24558,AD,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,能,,
24559,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,想,,
24560,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,象,,
24561,DER,VV,DER,DER,VV,VV,DER,VV,VV,VV,DER,得,,
24562,VV,VV,VV,VV,VV,VV,DEG,VV,VV,VV,VV,出,,
24563,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24564,AD,VV,AD,VV,VV,AD,VV,VC,VV,VV,AD,正,,
24565,VC,VV,VC,VV,VC,AD,VC,VC,VC,VC,VC,是,,
24566,P,P,P,P,P,P,P,P,P,P,P,在,,
24567,DT,NR,DT,DT,DT,DT,DT,NT,DT,DT,DT,那,,
24568,CD,CD,CD,CD,CD,CD,CD,NT,PN,CD,CD,一,,
24569,M,M,M,M,M,M,CD,NT,PN,M,M,天,,
24570,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24571,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,他,,
24572,AD,PN,AD,AD,AD,AD,PN,PN,PN,PN,AD,如,,
24573,AD,PN,AD,AD,AD,AD,PN,PN,PN,PN,AD,何,,
24574,P,P,P,P,P,P,P,P,P,P,P,在,,
24575,VV,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,监,,
24576,VV,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,狱,,
24577,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
24578,NN,NN,JJ,JJ,DEG,JJ,JJ,JJ,NN,VA,JJ,小,,
24579,NN,NN,NN,NN,NN,NN,VA,NN,NN,NR,NN,囚,,
24580,NN,NN,NN,NN,NN,NN,VA,NN,NN,NR,NN,室,,
24581,NN,LC,LC,LC,VV,LC,LC,LC,LC,NR,LC,里,,
24582,VV,VV,VV,VV,VV,VV,VV,VV,VV,NR,VV,待,,
24583,AS,AS,AS,AS,AS,AS,AS,AS,AS,DEG,AS,了,,
24584,CD,CD,CD,CD,CD,CD,CD,CD,NN,CD,CD,一,,
24585,M,M,M,M,M,M,M,CD,NN,M,M,段,,
24586,VV,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,时,,
24587,VV,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,间,,
24588,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24589,P,P,P,P,VV,P,P,P,P,P,P,用,,
24590,NN,NN,NN,NN,VV,NN,NN,NN,NN,NN,NN,铅,,
24591,NN,NN,NN,NN,DEG,NN,NN,NN,NN,NN,NN,笔,,
24592,P,P,AD,P,P,P,P,P,P,P,AD,在,,
24593,VA,AD,AD,AD,VA,NN,VA,AD,AD,AD,AD,偶,,
24594,VA,AD,AD,AD,VA,NN,VA,AD,AD,AD,AD,然,,
24595,VA,P,P,P,NN,P,P,P,P,P,P,从,,
24596,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,口,,
24597,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,袋,,
24598,NN,LC,LC,LC,NN,LC,LC,LC,LC,LC,LC,里,,
24599,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,找,,
24600,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,到,,
24601,DEG,DEG,DEC,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
24602,NN,NN,NN,NN,NN,NN,NN,NN,NN,NR,NN,糖,,
24603,NN,NN,NN,NN,NN,NN,NN,NN,NN,NR,NN,纸,,
24604,LC,VV,LC,LC,LC,LC,LC,LC,LC,LC,LC,上,,
24605,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,—,,
24606,PU,PU,PU,PU,NN,PU,PU,PU,PU,PU,PU,—,,
24607,AD,VV,AD,VV,NN,AD,VV,VC,VV,VV,AD,正,,
24608,VC,VV,VC,VV,VC,AD,VC,VC,VC,VC,VC,是,,
24609,P,P,P,P,P,P,P,P,P,P,P,在,,
24610,NN,NN,NN,NN,NN,NN,NN,NN,NN,NT,NN,糖,,
24611,NN,NN,NN,NN,NN,NN,NN,NN,NN,NT,NN,纸,,
24612,LC,VV,LC,LC,LC,LC,LC,LC,LC,LC,LC,上,,
24613,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24614,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,它,,
24615,VV,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,们,,
24616,VV,l,P,P,VV,AD,P,VV,AD,P,P,对,,
24617,DT,l,PN,PN,VV,AD,P,VV,AD,PN,PN,此,,
24618,VC,VV,VC,VC,VC,VC,VC,VC,VC,VC,VC,是,,
24619,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,很,,
24620,VA,VA,VA,VA,VA,VA,VA,VA,VA,AD,VA,顺,,
24621,VA,VA,VA,VA,VA,VA,VA,VA,VA,AD,VA,手,,
24622,SP,SP,SP,DEG,SP,SP,VA,SP,SP,DEG,SP,的,,
24623,PU,PU,PU,PU,NN,PU,PU,PU,PU,PU,PU,—,,
24624,PU,PU,PU,PU,NN,PU,PU,PU,PU,PU,PU,—,,
24625,NN,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,并,,
24626,CC,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,且,,
24627,NN,NT,AD,NT,NN,AD,NT,NT,NT,NT,AD,后,,
24628,NN,NT,AD,NT,NN,AD,NT,NT,NT,NT,AD,来,,
24629,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24630,P,P,P,P,VV,P,P,P,NN,P,P,在,,
24631,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,家,,
24632,LC,NN,LC,NN,NN,NN,NN,NN,NN,NN,LC,里,,
24633,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24634,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,他,,
24635,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,已,,
24636,VV,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,经,,
24637,VC,VV,VC,VC,VC,VC,VC,VC,VC,VC,VC,是,,
24638,VV,P,P,P,VV,P,P,P,P,P,VV,用,,
24639,NN,NN,NN,NN,NN,NN,NN,NN,NN,NR,NN,墨,,
24640,NN,NN,NN,NN,NN,NN,NN,NN,NN,NR,NN,水,,
24641,CC,CC,CC,VV,CC,CC,CC,CC,CC,NR,CC,和,,
24642,VA,NN,JJ,VV,JJ,JJ,JJ,JJ,JJ,NR,JJ,好,,
24643,NN,NN,NN,NN,NN,NN,VA,NN,NN,M,NN,笔,,
24644,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24645,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,试,,
24646,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,图,,
24647,VV,VV,VV,NN,VV,NN,VV,VV,VV,NN,VV,记,,
24648,VV,VV,VV,NN,VV,NN,VV,VV,VV,NN,VV,录,,
24649,VV,VV,VV,LC,P,AS,VV,VV,M,LC,VV,下,,
24650,VV,AD,AD,AD,AD,AD,AD,VV,AD,AD,AD,还,,
24651,AD,AD,AD,AD,AD,AD,AD,VV,AD,AD,AD,未,,
24652,VV,VV,VV,VV,VV,VV,VV,VV,VV,VA,VV,变,,
24653,VV,VV,VV,VV,VV,VV,VV,VV,NN,VA,VV,干,,
24654,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
24655,NN,NN,NN,NN,NN,NN,NT,NT,NN,NT,NN,瞬,,
24656,NN,NN,NN,NN,NN,NN,NT,NT,NN,NT,NN,间,,
24657,NN,NN,NN,NN,NN,NN,VA,VV,NN,NN,NN,恐,,
24658,NN,NN,NN,NN,NN,NN,VA,VV,NN,NN,NN,惧,,
24659,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,CC,和,,
24660,NN,VA,NN,NN,NN,NN,VA,VA,NN,VA,NN,潮,,
24661,NN,VA,NN,NN,NN,NN,VA,VA,NN,VA,NN,湿,,
24662,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24663,VV,BA,BA,P,BA,BA,BA,BA,BA,BA,BA,将,,
24664,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,它,,
24665,VV,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,们,,
24666,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,留,,
24667,VV,VV,VV,P,VV,VV,P,VV,VV,P,VV,在,,
24668,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,纸,,
