,Unnamed: 0,ckiptagger,pkuseg,fastHan,PyNLPIR,stanza,spacy,ltp,jiagu,lac,snownlp,target,char,pymorphy,rus
27017,27017,VA,NN,JJ,JJ,DEG,JJ,JJ,NN,NN,NN,JJ,小,,
27018,27018,NN,NN,NN,gjtgj,NN,NN,VA,NN,NN,NN,NN,船,,
27019,27019,P,P,P,JJ,DEG,P,P,P,P,P,P,朝,,
27020,27020,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,城,,
27021,27021,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,市,,
27022,27022,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
27023,27023,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,方,,
27024,27024,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,向,,
27025,27025,NN,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,冲,,
27026,27026,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,回,,
27027,27027,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,去,,
27028,27028,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
27029,27029,NN,AD,AD,AD,P,AD,AD,AD,AD,AD,AD,难,,
27030,27030,NN,AD,AD,AD,P,AD,AD,AD,AD,AD,AD,道,,
27031,27031,NN,P,P,P,P,P,P,P,P,P,P,对,,
27032,27032,NN,NN,NN,JJ,NN,NN,NN,NN,NN,NN,NN,女,,
27033,27033,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,人,,
27034,27034,AD,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,可,,
27035,27035,AD,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,以,,
27036,27036,VV,PN,AD,DT,PN,AD,PN,PN,PN,PN,AD,这,,
27037,27037,VV,PN,AD,DT,PN,AD,PN,PN,PN,PN,AD,样,,
27038,27038,AD,AD,AD,AD,VV,AD,AD,AD,AD,AD,AD,不,,
27039,27039,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,讲,,
27040,27040,VA,VA,NN,NN,NN,NN,VA,VV,VV,NN,NN,礼,,
27041,27041,VV,VA,NN,NN,NN,NN,VA,VV,VV,NN,NN,貌,,
27042,27042,VV,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,吗,,
27043,27043,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
27044,27044,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,阿,,
27045,27045,NR,NR,NR,NR,NR,NR,NR,NN,NR,NR,NR,夫,,
27046,27046,NR,NR,NR,NR,NR,NR,NR,LC,NR,NR,NR,里,,
27047,27047,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,康,,
27048,27048,NR,NR,NR,NR,PU,NR,NR,PU,NR,PU,NR,·,,
27049,27049,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,谢,,
27050,27050,NR,NR,NR,NR,NR,NR,NR,NN,NR,NR,NR,苗,,
27051,27051,NR,NR,NR,NR,NR,NR,NR,LC,NR,NR,NR,内,,
27052,27052,NR,NR,NR,NR,NR,NR,NR,VA,NR,NR,NR,奇,,
27053,27053,PU,PU,PU,PU,PU,PU,PU,PU,PU,NR,PU,？,,
27054,27054,PU,PU,PU,PU,PU,PU,PU,PU,PU,NR,PU,”,,
27055,27055,VV,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,这,,
27056,27056,M,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,些,,
27057,27057,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,缺,,
27058,27058,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,点,,
27059,27059,AD,AD,AD,AD,DEG,AD,AD,AD,AD,AD,AD,之,,
27060,27060,AD,AD,AD,AD,NN,AD,AD,AD,AD,AD,AD,所,,
27061,27061,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,以,,
27062,27062,AD,AD,AD,AD,NN,AD,AD,AD,AD,AD,AD,格,,
27063,27063,AD,AD,AD,AD,NN,AD,AD,AD,AD,AD,AD,外,,
27064,27064,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,明,,
27065,27065,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,显,,
27066,27066,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
27067,27067,VC,VV,VC,VC,VC,VC,VC,VC,VC,VC,VC,是,,
27068,27068,AD,P,P,P,P,P,P,AD,VV,P,P,因,,
27069,27069,VV,P,P,P,P,P,P,AD,VV,P,P,为,,
27070,27070,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,他,,
27071,27071,AD,AD,AD,AD,AD,AD,AD,VC,VV,AD,AD,不,,
27072,27072,VC,AD,VC,VC,VC,AD,VC,VC,VC,VC,VC,是,,
27073,27073,VV,M,M,M,M,M,M,M,M,M,M,个,,
27074,27074,VA,VA,VA,VA,VA,NN,VA,VA,VA,VA,VA,平,,
27075,27075,VA,VA,VA,VA,VA,NN,VA,VA,VA,VA,VA,庸,,
27076,27076,DEC,DEC,DEC,DEC,DEC,DEC,DEC,NN,DEC,NR,DEC,之,,
27077,27077,VV,NN,NN,NN,NN,NN,DEG,NN,NN,NR,NN,辈,,
27078,27078,PU,PU,PU,PU,PU,PU,PU,PU,PU,NR,PU,。,,
27079,27079,PU,PU,PU,PU,PU,PU,PU,PU,PU,NR,PU,”,,
27080,27080,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,他,,
27081,27081,AD,AD,AD,AD,AD,AD,VA,AD,AD,AD,AD,突,,
27082,27082,AD,AD,AD,AD,AD,AD,VA,AD,AD,AD,AD,然,,
27083,27083,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,歇,,
27084,27084,AS,AS,AS,AS,AS,AS,AS,AS,AS,DEG,AS,了,,
27085,27085,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,嘴,,
27086,27086,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
27087,27087,P,P,P,P,NN,NN,P,P,P,P,P,朝,,
27088,27088,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,门,,
27089,27089,NN,NN,NN,NN,VV,NN,NN,NN,NN,NN,NN,口,,
27090,27090,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,走,,
27091,27091,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,去,,
27092,27092,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
27093,27093,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,,
27094,27094,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,我,,
27095,27095,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,父,,
27096,27096,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,亲,,
27097,27097,AD,AD,AD,VV,AD,AD,AD,AD,VV,VV,AD,可,,
27098,27098,AD,AD,VC,VC,AD,AD,AD,AD,VC,VC,VC,是,,
27099,27099,VA,M,M,M,M,M,M,M,M,M,M,个,,
27100,27100,VA,NN,NN,NN,NN,NN,M,NR,NN,NR,NN,金,,
27101,27101,VA,VV,AD,AD,VV,NN,M,NR,NN,AD,AD,不,,
27102,27102,VV,VV,VV,VV,VV,NN,M,NR,NN,VV,VV,换,,
27103,27103,PU,PU,PU,PU,PU,PU,PU,PU,PU,Mg,PU,。,,
27104,27104,PU,PU,PU,PU,PU,PU,PU,PU,PU,Mg,PU,”,,
27105,27105,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,他,,
27106,27106,AD,VV,AD,AD,AD,AD,AD,VV,AD,AD,AD,不,,
27107,27107,VV,VV,VV,VV,VV,VV,AD,VV,VV,VV,VV,作,,
27108,27108,VV,VV,VV,NN,VV,VV,AD,VV,VV,VV,VV,声,,
27109,27109,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,—,,
27110,27110,PU,PU,PU,PU,VV,PU,PU,PU,PU,PU,PU,—,,
27111,27111,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,骂,,
27112,27112,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,我,,
27113,27113,VV,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,们,,
27114,27114,CD,CD,CD,CD,VV,CD,CD,CD,CD,CD,CD,一,,
27115,27115,NN,M,M,M,VV,M,CD,M,CD,M,M,顿,,
27116,27116,SP,SP,AD,SP,VA,AD,DEG,DEG,SP,SP,AD,也,,
27117,27117,SP,SP,VA,SP,VA,AD,DEG,DEG,SP,SP,VA,好,,
27118,27118,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,呀,,
27119,27119,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,！,,
27120,27120,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,人,,
27121,27121,SP,SP,SP,SP,SP,SP,NN,SP,SP,SP,SP,呢,,
27122,27122,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
27123,27123,CD,CD,CD,CD,CD,CD,CD,NT,CD,CD,CD,一,,
27124,27124,M,M,M,M,M,M,CD,NT,CD,M,M,天,,
27125,27125,P,P,P,P,P,P,VV,P,P,P,P,比,,
27126,27126,CD,CD,CD,CD,CD,CD,CD,NT,CD,CD,CD,一,,
27127,27127,M,M,M,M,M,M,CD,NT,CD,M,M,天,,
27128,27128,VA,VA,VA,VA,VA,AD,VA,VA,VA,VA,VA,瘦,,
27129,27129,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
27130,27130,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,脸,,
27131,27131,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,色,,
27132,27132,CD,CD,CD,CD,CD,CD,CD,NT,CD,CD,CD,一,,
27133,27133,M,M,M,M,M,M,CD,NT,CD,M,M,天,,
27134,27134,P,P,P,P,P,P,P,P,P,P,P,比,,
27135,27135,CD,CD,CD,CD,CD,CD,CD,NT,CD,CD,CD,一,,
27136,27136,M,M,M,M,M,M,CD,NT,CD,M,M,天,,
27137,27137,VV,VA,VA,AD,VA,NN,VA,VA,VA,VA,VA,难,,
27138,27138,VV,VA,VA,VV,VA,NN,VA,VA,VA,VA,VA,看,,
27139,27139,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
27140,27140,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,”,,
27141,27141,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,,
27142,27142,NR,NR,NR,NR,NR,NN,PU,NR,NR,NR,FW,伊,,
27143,27143,NR,NR,NR,NR,NR,NN,PU,VA,NR,NR,FW,赫,,
27144,27144,PU,PU,PU,PU,NR,PU,PU,PU,PU,PU,PU,…,,
27145,27145,PU,PU,PU,PU,NR,PU,PU,PU,PU,PU,PU,…,,
27146,27146,NR,AD,NN,JJ,NR,FW,PU,ON,NR,NR,FW,哈,,
27147,27147,NR,AD,NN,AD,NR,FW,PU,AD,NR,NR,FW,别,,
27148,27148,CD,VV,NN,CD,CC,BA,PU,PU,CD,NR,NN,④,,
27149,27149,PU,PU,PU,PU,VV,PU,PU,PU,CD,NR,PU,…,,
27150,27150,PU,PU,PU,PU,NR,PU,PU,PU,CD,NR,PU,…,,
27151,27151,CD,NN,NN,CD,NR,CD,PU,PU,CD,NR,NN,④,,
27152,27152,NR,NR,NN,NN,NR,NR,NR,NN,NN,NR,NN,德,,
27153,27153,NR,NR,NN,NN,DEG,NR,NR,NN,NN,NR,NN,语,,
27154,27154,FW,NR,NR,NN,FW,NR,NR,NN,NN,NR,FW,I,,
27155,27155,FW,NR,NR,NN,FW,NR,NR,NN,NN,NR,FW,c,,
27156,27156,FW,NR,NR,NN,FW,NR,NR,NN,NN,NR,FW,h,,
27157,27157,FW,NR,NR,NN,FW,NR,NR,NN,NN,NR,FW,h,,
27158,27158,FW,NR,NR,NN,FW,NR,NR,NN,NN,NR,FW,a,,
27159,27159,FW,NR,NR,NN,FW,NR,NR,NN,NN,NR,FW,b,,
27160,27160,FW,NR,NR,NN,FW,NR,NR,NN,NN,NR,FW,e,,
27161,27161,PU,PU,PU,PU,PU,PU,PU,PU,PU,NR,PU,（,,
27162,27162,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,我,,
27163,27163,AD,AD,AD,AD,AD,AD,PN,AD,AD,AD,AD,曾,,
27164,27164,VV,AD,AD,AD,AD,AD,PN,AD,AD,AD,AD,经,,
27165,27165,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,）,,
27166,27166,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
27167,27167,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,音,,
27168,27168,NN,NN,NN,NN,NN,NN,NN,NN,NN,VV,NN,读,,
27169,27169,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
27170,27170,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,安,,
27171,27171,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,娜,,
27172,27172,NR,NR,NR,NR,PU,NR,NR,PU,NR,PU,NR,·,,
27173,27173,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,谢,,
27174,27174,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,尔,,
27175,27175,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,盖,,
27176,27176,NR,NR,NR,NR,NR,NR,NR,DEG,NR,NR,NR,耶,,
27177,27177,NR,NR,NR,NR,NR,NR,NR,VV,NR,NR,NR,芙,,
27178,27178,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,娜,,
27179,27179,NR,P,VV,VV,VV,VV,VV,VV,VV,VV,VV,给,,
27180,27180,AS,AS,AS,AS,AS,AS,AS,AS,AS,DEG,AS,了,,
27181,27181,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,年,,
27182,27182,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,轻,,
27183,27183,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,人,,
27184,27184,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,丰,,
27185,27185,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,厚,,
27186,27186,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
27187,27187,VV,NN,NN,NN,NN,NN,VV,VV,NN,NN,NN,馈,,
27188,27188,VV,NN,NN,NN,NN,NN,VV,VV,NN,NN,NN,赠,,
27189,27189,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
27190,27190,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,婚,,
27191,27191,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,礼,,
27192,27192,VA,AD,AD,AD,CD,AD,AD,CD,AD,CD,AD,一,,
27193,27193,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,结,,
27194,27194,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,束,,
27195,27195,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
27196,27196,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,她,,
27197,27197,AD,AD,AD,AD,VV,AD,AD,AD,AD,AD,AD,便,,
27198,27198,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,上,,
27199,27199,NN,NR,NR,NR,NR,NR,NR,NR,NR,ns,NR,莫,,
27200,27200,NN,NR,NR,NR,NR,NR,NR,NR,NR,ns,NR,斯,,
27201,27201,NN,NR,NR,NR,VV,NR,NR,NR,NR,ns,NR,科,,
27202,27202,SP,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,去,,
27203,27203,AS,AS,AS,AS,AS,AS,AS,AS,AS,DEG,AS,了,,
27204,27204,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
27205,27205,P,P,P,P,NN,P,P,P,P,P,P,依,,
27206,27206,PN,PN,PN,PN,NN,PN,P,PN,PN,PN,PN,您,,
27207,27207,VV,VV,LC,VV,VV,AS,P,VV,VV,VV,VV,看,,
27208,27208,VV,VV,LC,VV,VV,AS,P,VV,VV,VV,VV,来,,
27209,27209,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
27210,27210,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,他,,
27211,27211,VV,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,们,,
27212,27212,VC,VV,VC,VC,VC,VC,VC,VC,VC,VC,VC,是,,
27213,27213,AD,VA,VA,NN,VA,VA,VA,VA,NN,VA,VA,好,,
27214,27214,VA,NN,VA,NN,VA,VA,VA,NN,NN,NN,VA,样,,
27215,27215,VA,NN,VA,NN,DEG,VA,VA,NN,NN,NN,VA,儿,,
27216,27216,SP,SP,SP,NN,SP,SP,SP,SP,SP,DEG,SP,的,,
27217,27217,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
27218,27218,VV,P,VA,P,VA,VA,VA,VA,VA,P,VA,对,,
27219,27219,VV,SP,SP,SP,VV,SP,VA,SP,SP,SP,SP,吗,,
27220,27220,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,？,,
27221,27221,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,”,,
27222,27222,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,,
27223,27223,P,VV,VV,VV,VV,P,VV,VV,VV,VV,VV,跟,,
27224,27224,VV,VV,VV,AS,AS,P,VV,VV,VV,VV,AS,着,,
27225,27225,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,我,,
27226,27226,VV,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,们,,
27227,27227,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
27228,27228,VV,VV,VV,VV,VV,P,VV,VV,VV,VV,VV,跟,,
27229,27229,P,VV,VV,P,VV,VV,VV,P,P,P,P,在,,
27230,27230,NN,LC,NN,LC,NN,NN,LC,NN,NN,LC,NN,后,,
27231,27231,NN,LC,NN,LC,NN,NN,LC,NN,NN,LC,NN,面,,
27232,27232,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,！,,
27233,27233,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,…,,
27234,27234,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,…,,
27235,27235,VV,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,”,,
27236,27236,VE,VE,VE,VE,VE,VE,VE,VE,VE,VV,VE,有,,
27237,27237,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,什,,
27238,27238,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,么,,
27239,27239,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,法,,
27240,27240,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,子,,
27241,27241,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,呢,,
27242,27242,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,！,,
27243,27243,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,,
27244,27244,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,所,,
27245,27245,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,以,,
27246,27246,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,你,,
27247,27247,DT,DT,AD,DT,DT,AD,DT,NT,DT,DT,DT,每,,
27248,27248,M,PN,AD,DT,DT,AD,PN,NT,PN,PN,M,年,,
27249,27249,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,都,,
27250,27250,AD,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,要,,
27251,27251,P,P,P,CC,P,P,P,P,P,AD,P,和,,
27252,27252,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,我,,
27253,27253,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,纠,,
27254,27254,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,缠,,
27255,27255,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
27256,27256,VV,AD,AD,AD,VV,AD,AD,AD,AD,AD,AD,反,,
27257,27257,NN,AD,AD,AD,VV,AD,AD,AD,AD,AD,AD,复,,
27258,27258,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,提,,
27259,27259,VV,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,这,,
27260,27260,VV,PN,DT,DT,M,DT,PN,PN,PN,PN,M,个,,
27261,27261,VA,VA,JJ,VA,VA,VA,VA,VA,VA,VA,VA,愚,,
27262,27262,VA,VA,JJ,VA,VA,VA,VA,VA,VA,VA,VA,蠢,,
27263,27263,DEC,DEC,DEG,DEC,DEC,DEC,DEC,DEC,NN,DEC,DEC,的,,
27264,27264,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,话,,
27265,27265,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,题,,
27266,27266,PU,PU,PU,PU,PU,PU,PU,PU,PU,k,PU,。,,
27267,27267,P,PU,PU,PU,PU,PU,PU,PU,PU,k,PU,”,,
27268,27268,NR,NR,NR,NR,NR,NR,PU,VA,NR,AD,NR,美,,
27269,27269,NR,NN,NR,NR,NR,NR,PU,NN,NR,AD,NR,狄,,
27270,27270,NR,NN,NR,NR,NR,NR,PU,VV,NR,AD,NR,娅,,
27271,27271,AD,VA,VV,VV,VV,VV,VV,VV,VV,VV,VV,不,,
27272,27272,P,VA,VV,VV,VV,VV,VV,VV,VV,VV,VV,以,,
27273,27273,VV,VA,VV,VV,P,VV,VV,VV,VV,VV,VV,为,,
27274,27274,VV,VA,VV,VV,NR,VV,VV,VV,VV,VV,VV,然,,
27275,27275,DEV,DEV,DEV,DEV,NR,NN,DEV,DEV,DEV,DEV,DEV,地,,
27276,27276,VV,VV,VV,VV,VV,NN,VV,VV,VV,VV,VV,哼,,
27277,27277,AS,AS,AS,AS,AS,AS,AS,AS,AS,DEG,AS,了,,
27278,27278,CD,CD,CD,CD,CD,NN,CD,mq,CD,CD,CD,一,,
27279,27279,NN,CD,M,M,M,M,CD,mq,CD,CD,M,阵,,
27280,27280,NN,VV,VV,VV,DEG,VV,CD,VV,VV,VV,VV,说,,
27281,27281,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
27282,27282,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,,
27283,27283,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,好,,
27284,27284,SP,SP,SP,SP,VA,SP,VA,SP,SP,SP,SP,吧,,
27285,27285,PU,PU,PU,PU,PU,PU,PU,PU,PU,NR,PU,。,,
27286,27286,NR,PU,PU,PU,PU,PU,PU,PU,PU,NR,PU,”,,
27287,27287,NR,NR,NR,NR,NR,NR,PU,VA,NR,NR,NR,美,,
27288,27288,NR,NN,NR,NR,NR,NR,PU,NN,NR,NR,NR,狄,,
27289,27289,NR,NN,NR,NR,NR,NR,PU,NN,NR,NR,NR,娅,,
27290,27290,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,居,,
27291,27291,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,然,,
27292,27292,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,轻,,
27293,27293,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,松,,
27294,27294,DEV,DEV,DEV,DEV,DEV,DEV,DEV,DEV,DEV,DEV,DEV,地,,
27295,27295,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,答,,
27296,27296,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,应,,
27297,27297,AS,AS,AS,AS,AS,AS,AS,AS,AS,DEG,AS,了,,
27298,27298,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,他,,
27299,27299,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
27300,27300,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,他,,
27301,27301,VV,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,们,,
27302,27302,AD,AD,AD,AD,NN,AD,AD,AD,AD,AD,AD,一,,
27303,27303,AD,AD,AD,AD,NN,AD,AD,AD,AD,AD,AD,起,,
27304,27304,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,走,,
27305,27305,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,出,,
27306,27306,NN,NN,NN,NN,VV,NN,NN,NN,NN,NN,NN,疗,,
27307,27307,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,养,,
27308,27308,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,院,,
27309,27309,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
27310,27310,NN,NN,JJ,NN,JJ,JJ,NN,NN,NN,NN,JJ,白,,
27311,27311,NN,NN,JJ,NN,JJ,JJ,NN,NN,NN,NN,JJ,色,,
27312,27312,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,大,,
27313,27313,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,门,,
27314,27314,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
27315,27315,VV,P,P,P,VV,P,P,VV,VV,P,P,经,,
27316,27316,VV,P,P,P,VV,P,P,VV,VV,P,P,过,,
27317,27317,VV,NN,JJ,NN,JJ,JJ,JJ,NN,NN,NN,JJ,长,,
27318,27318,VV,NN,JJ,NN,JJ,JJ,JJ,NN,NN,NN,JJ,途,,
27319,27319,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,汽,,
27320,27320,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,车,,
27321,27321,NN,NN,NN,NN,DEG,NN,NN,NN,NN,NN,NN,站,,
27322,27322,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
27323,27323,VV,VV,VV,VV,NN,VV,VV,VV,VV,NN,VV,拐,,
27324,27324,VV,VV,VV,VV,VV,VV,VV,VV,VV,LC,VV,进,,
27325,27325,VA,CD,CD,CD,CD,CD,CD,CD,CD,LC,CD,一,,
27326,27326,VA,M,M,M,M,M,M,M,CD,LC,M,条,,
27327,27327,VA,VA,JJ,VA,VA,VA,VA,VA,VA,NR,VA,僻,,
27328,27328,VA,VA,JJ,VA,VA,VA,VA,VA,VA,VA,VA,静,,
27329,27329,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
27330,27330,VA,NN,JJ,NN,JJ,JJ,NN,NN,NN,NN,JJ,小,,
27331,27331,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,街,,
27332,27332,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
27333,27333,NR,P,P,P,P,P,P,P,P,P,P,自,,
27334,27334,NR,P,P,P,P,P,P,P,P,P,P,从,,
27335,27335,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,市,,
27336,27336,LC,NN,NN,NN,NN,NN,NN,NN,NN,NN,LC,里,,
27337,27337,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,接,,
27338,27338,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,通,,
27339,27339,AS,AS,AS,AS,AS,AS,AS,AS,AS,DEG,AS,了,,
